ID	Symbol	Synonyms	Chromosome
"3581"	"IL9R"	"CD129, IL-9R"	"X|Y"
"3643"	"INSR"	"CD220, HHF5"	"19"
"3791"	"KDR"	"CD309, FLK1, VEGFR, VEGFR2"	"4"
"3953"	"LEPR"	"CD295, LEP-R, LEPRD, OB-R, OBR"	"1"
"55366"	"LGR4"	"BNMD17, GPR48"	"11"
"8549"	"LGR5"	"FEX, GPR49, GPR67, GRP49, HG38"	"12"
"59352"	"LGR6"	"GPCR, VTS20631"	"1"
"3973"	"LHCGR"	"HHG, LCGR, LGR2, LH/CG-R, LH/CGR, LHR, LHRHR, LSH-R, ULG5"	"2"
"3977"	"LIFR"	"CD118, LIF-R, SJS2, STWS, SWS"	"5"
"1241"	"LTB4R"	"BLT1, BLTR, CMKRL1, GPR16, LTB4R1, LTBR1, P2RY7, P2Y7"	"14"
"56413"	"LTB4R2"	"BLT2, BLTR2, JULF2, KPG_004, LTB4-R 2, LTB4-R2, NOP9"	"14"
"4055"	"LTBR"	"D12S370, LT-BETA-R, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFR3, TNFRSF3"	"12"
"4157"	"MC1R"	"CMM5, MSH-R, SHEP2"	"16"
"4158"	"MC2R"	"ACTHR"	"18"
"4159"	"MC3R"	"BMIQ9, MC3, MC3-R, OB20, OQTL"	"20"
"4160"	"MC4R"	"BMIQ20"	"18"
"2847"	"MCHR1"	"GPR24, MCH-1R, MCH1R, SLC-1, SLC1"	"22"
"84539"	"MCHR2"	"GPR145, GPRv17, MCH-2R, MCH-R2, MCH2, MCH2R, MCHR-2, SLT"	"6"
"4233"	"MET"	"AUTS9, DFNB97, HGFR, RCCP2, c-Met"	"7"
"2862"	"MLNR"	"GPR38, MTLR1"	"13"
"4352"	"MPL"	"C-MPL, CD110, MPLV, THCYT2, THPOR, TPOR"	"1"
"4543"	"MTNR1A"	"MEL-1A-R, MT1"	"4"
"4544"	"MTNR1B"	"FGQTL2, MEL-1B-R, MT2"	"11"
"4804"	"NGFR"	"CD271, Gp80-LNGFR, TNFRSF16, p75(NTR), p75NTR"	"17"
"4829"	"NMBR"	"BB1, BB1R, NMB-R"	"6"
"4881"	"NPR1"	"ANPRA, ANPa, GUC2A, GUCY2A, NPRA"	"1"
"4883"	"NPR3"	"ANP-C, ANPR-C, ANPRC, C5orf23, GUCY2B, NPR-C, NPRC"	"5"
"190"	"NR0B1"	"AHC, AHCH, AHX, DAX-1, DAX1, DSS, GTD, HHG, NROB1, SRXY2"	"X"
"8431"	"NR0B2"	"SHP, SHP1"	"1"
"9572"	"NR1D1"	"EAR1, REVERBA, REVERBalpha, THRA1, THRAL, ear-1, hRev"	"17"
"9975"	"NR1D2"	"BD73, EAR-1R, REVERBB, REVERBbeta, RVR"	"3"
"7376"	"NR1H2"	"LXR-b, LXRB, NER, NER-I, RIP15, UNR"	"19"
"10062"	"NR1H3"	"LXR-a, LXRA, RLD-1"	"11"
"9971"	"NR1H4"	"BAR, FXR, HRR-1, HRR1, PFIC5, RIP14"	"12"
"8856"	"NR1I2"	"BXR, ONR1, PAR, PAR1, PAR2, PARq, PRR, PXR, SAR, SXR"	"3"
"9970"	"NR1I3"	"CAR, CAR1, MB67"	"1"
"7181"	"NR2C1"	"TR2"	"12"
"7182"	"NR2C2"	"TAK1, TR4"	"3"
"7101"	"NR2E1"	"TLL, TLX, XTLL"	"6"
"10002"	"NR2E3"	"ESCS, PNR, RNR, RP37, rd7"	"15"
"7025"	"NR2F1"	"BBOAS, BBSOAS, COUP-TFI, COUPTF1, EAR-3, EAR3, ERBAL3, SVP44, TCFCOUP1, TFCOUP1"	"5"
"7026"	"NR2F2"	"ARP-1, ARP1, CHTD4, COUPTF2, COUPTFB, COUPTFII, NF-E3, SVP40, TFCOUP2"	"15"
"2063"	"NR2F6"	"EAR-2, EAR2, ERBAL2"	"19"
"2908"	"NR3C1"	"GCCR, GCR, GCRST, GR, GRL"	"5"
"4306"	"NR3C2"	"MCR, MLR, MR, NR3C2VIT"	"4"
"3164"	"NR4A1"	"GFRP1, HMR, N10, NAK-1, NGFIB, NP10, NUR77, TR3"	"12"
"4929"	"NR4A2"	"HZF-3, NOT, NURR1, RNR1, TINUR"	"2"
"8013"	"NR4A3"	"CHN, CSMF, MINOR, NOR1, TEC"	"9"
"2516"	"NR5A1"	"AD4BP, ELP, FTZ1, FTZF1, POF7, SF-1, SF1, SPGF8, SRXX4, SRXY3, hSF-1"	"9"
"2494"	"NR5A2"	"B1F, B1F2, CPF, FTF, FTZ-F1, FTZ-F1beta, LRH-1, LRH1, hB1F-2"	"1"
"2649"	"NR6A1"	"CT150, GCNF, GCNF1, NR61, RTR, hGCNF, hRTR"	"9"
"8829"	"NRP1"	"BDCA4, CD304, NP1, NRP, VEGF165R"	"10"
"8828"	"NRP2"	"NP2, NPN2, PRO2714, VEGF165R2"	"2"
"11054"	"OGFR"	"-"	"20"
"4985"	"OPRD1"	"DOP, DOR, DOR1, OPRD"	"1"
"4986"	"OPRK1"	"K-OR-1, KOP, KOR, KOR-1, KOR1, OPRK"	"8"
"4987"	"OPRL1"	"KOR-3, KOR3, NOCIR, NOP, NOPr, OOR, OPRL, ORL1"	"20"
"4988"	"OPRM1"	"LMOR, M-OR-1, MOP, MOR, MOR1, OPRM"	"6"
"9180"	"OSMR"	"IL-31R-beta, IL-31RB, OSMRB, OSMRbeta, PLCA1"	"5"
"5021"	"OXTR"	"OT-R"	"3"
"5241"	"PGR"	"NR3C3, PR"	"11"
"10424"	"PGRMC2"	"DG6, PMBP"	"4"
"5329"	"PLAUR"	"CD87, U-PAR, UPAR, URKR"	"19"
"5361"	"PLXNA1"	"NOV, NOVP, PLEXIN-A1, PLXN1"	"3"
"5362"	"PLXNA2"	"OCT, PLXN2"	"1"
"55558"	"PLXNA3"	"6.3, HSSEXGENE, PLXN3, PLXN4, XAP-6"	"X"
"91584"	"PLXNA4"	"FAYV2820, PLEXA4, PLXNA4A, PLXNA4B, PRO34003"	"7"
"5364"	"PLXNB1"	"PLEXIN-B1, PLXN5, SEP"	"3"
"23654"	"PLXNB2"	"MM1, Nbla00445, PLEXB2, dJ402G11.3"	"22"
"5365"	"PLXNB3"	"PLEXB3, PLEXR, PLXN6"	"X"
"10154"	"PLXNC1"	"CD232, PLXN-C1, VESPR"	"12"
"23129"	"PLXND1"	"PLEXD1"	"3"
"5465"	"PPARA"	"NR1C1, PPAR, PPARalpha, hPPAR"	"22"
"5467"	"PPARD"	"FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB"	"6"
"5468"	"PPARG"	"CIMT1, GLM1, NR1C3, PPARG1, PPARG2, PPARG5, PPARgamma"	"3"
"2834"	"PRLHR"	"GPR10, GR3, PrRPR"	"10"
"5618"	"PRLR"	"HPRL, MFAB, RI-PRLR, hPRLrI"	"5"
"5724"	"PTAFR"	"PAFR"	"1"
"5729"	"PTGDR"	"AS1, ASRT1, DP, DP1, PTGDR1"	"14"
"5730"	"PTGDS"	"L-PGDS, LPGDS, PDS, PGD2, PGDS, PGDS2"	"9"
"5731"	"PTGER1"	"EP1"	"19"
"5732"	"PTGER2"	"EP2"	"14"
"5733"	"PTGER3"	"EP3, EP3-I, EP3-II, EP3-III, EP3-IV, EP3-VI, EP3e, PGE2-R, lnc003875"	"1"
"5734"	"PTGER4"	"EP4, EP4R"	"5"
"5737"	"PTGFR"	"FP"	"1"
"5745"	"PTH1R"	"EKNS, PFE, PTHR, PTHR1"	"3"
"5746"	"PTH2R"	"PTHR2"	"2"
"5914"	"RARA"	"NR1B1, RAR"	"17"
"5915"	"RARB"	"HAP, MCOPS12, NR1B2, RARbeta1, RRB2"	"3"
"5916"	"RARG"	"NR1B3, RARC"	"12"
"6091"	"ROBO1"	"DUTT1, SAX3"	"3"
"6092"	"ROBO2"	"SAX3"	"3"
"64221"	"ROBO3"	"HGPPS, HGPPS1, HGPS, RBIG1, RIG1"	"11"
"6095"	"RORA"	"IDDECA, NR1F1, ROR1, ROR2, ROR3, RZR-ALPHA, RZRA"	"15"
"6096"	"RORB"	"EIG15, NR1F2, ROR-BETA, RZR-BETA, RZRB, bA133M9.1"	"9"
"6097"	"RORC"	"IMD42, NR1F3, RORG, RZR-GAMMA, RZRG, TOR"	"1"
"59350"	"RXFP1"	"LGR7, RXFPR1"	"4"
"122042"	"RXFP2"	"GPR106, GREAT, INSL3R, LGR8, LGR8.1, RXFPR2"	"13"
"51289"	"RXFP3"	"GPCR135, RLN3R1, RXFPR3, SALPR"	"5"
"6256"	"RXRA"	"NR2B1"	"9"
"6257"	"RXRB"	"DAUDI6, H-2RIIBP, NR2B2, RCoR-1"	"6"
"6258"	"RXRG"	"NR2B3, RXRC"	"1"
"1901"	"S1PR1"	"CD363, CHEDG1, D1S3362, ECGF1, EDG-1, EDG1, S1P1"	"1"
"9294"	"S1PR2"	"AGR16, DFNB68, EDG-5, EDG5, Gpcr13, H218, LPB2, S1P2"	"19"
"6344"	"SCTR"	"SR"	"2"
"6382"	"SDC1"	"CD138, SDC, SYND1, syndecan"	"2"
"6383"	"SDC2"	"CD362, HSPG, HSPG1, SYND2"	"8"
"9672"	"SDC3"	"SDCN, SYND3"	"1"
"6385"	"SDC4"	"SYND4"	"20"
"6272"	"SORT1"	"Gp95, LDLCQ6, NT3, NTR3"	"1"
"6751"	"SSTR1"	"SRIF-2, SS-1-R, SS1-R, SS1R"	"14"
"6752"	"SSTR2"	"-"	"17"
"6755"	"SSTR5"	"SS-5-R"	"16"
"6761"	"ST2"	"-"	"11"
"6869"	"TACR1"	"NK1R, NKIR, SPR, TAC1R"	"2"
"7010"	"TEK"	"CD202B, GLC3E, TIE-2, TIE2, VMCM, VMCM1"	"9"
"7046"	"TGFBR1"	"AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TBR-i, TBRI, TGFR-1, tbetaR-I"	"9"
"7048"	"TGFBR2"	"AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TBR-ii, TBRII, TGFR-2, TGFbeta-RII"	"3"
"7049"	"TGFBR3"	"BGCAN, betaglycan"	"1"
"7067"	"THRA"	"AR7, CHNG6, EAR7, ERB-T-1, ERBA, ERBA1, NR1A1, THRA1, THRA2, c-ERBA-1"	"17"
"7068"	"THRB"	"C-ERBA-2, C-ERBA-BETA, ERBA2, GRTH, NR1A2, PRTH, THR1, THRB1, THRB2"	"3"
"7075"	"TIE1"	"JTK14, TIE"	"1"
"8797"	"TNFRSF10A"	"APO2, CD261, DR4, TRAILR-1, TRAILR1"	"8"
"8795"	"TNFRSF10B"	"CD262, DR5, KILLER, KILLER/DR5, TRAIL-R2, TRAILR2, TRICK2, TRICK2A, TRICK2B, TRICKB, ZTNFR9"	"8"
"8794"	"TNFRSF10C"	"CD263, DCR1, DCR1-TNFR, LIT, TRAIL-R3, TRAILR3, TRID"	"8"
"8793"	"TNFRSF10D"	"CD264, DCR2, TRAIL-R4, TRAILR4, TRUNDD"	"8"
"8792"	"TNFRSF11A"	"CD265, FEO, LOH18CR1, ODFR, OFE, OPTB7, OSTS, PDB2, RANK, TRANCER"	"18"
"51330"	"TNFRSF12A"	"CD266, FN14, TWEAKR"	"16"
"23495"	"TNFRSF13B"	"CD267, CVID, CVID2, IGAD2, RYZN, TACI, TNFRSF14B"	"17"
"115650"	"TNFRSF13C"	"BAFF-R, BAFFR, BROMIX, CD268, CVID4, prolixin"	"22"
"8764"	"TNFRSF14"	"ATAR, CD270, HVEA, HVEM, LIGHTR, TR2"	"1"
"608"	"TNFRSF17"	"BCM, BCMA, CD269, TNFRSF13A"	"16"
"8784"	"TNFRSF18"	"AITR, CD357, ENERGEN, GITR, GITR-D"	"1"
"55504"	"TNFRSF19"	"TAJ, TAJ-alpha, TRADE, TROY"	"13"
"7132"	"TNFRSF1A"	"CD120a, FPF, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR55, TNFR60, p55, p55-R, p60"	"12"
"7133"	"TNFRSF1B"	"CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR"	"1"
"27242"	"TNFRSF21"	"BM-018, CD358, DR6"	"6"
"8718"	"TNFRSF25"	"APO-3, DDR3, DR3, GEF720, LARD, PLEKHG5, TNFRSF12, TR3, TRAMP, WSL-1, WSL-LR"	"1"
"7293"	"TNFRSF4"	"ACT35, CD134, IMD16, OX40, TXGP1L"	"1"
"8771"	"TNFRSF6B"	"DCR3, DJ583P15.1.1, M68, M68E, TR6"	"20"
"943"	"TNFRSF8"	"CD30, D1S166E, Ki-1"	"1"
